date,county,state,pop,cases,deaths,casesPerCapita,deathsPerCapita,scores,anomaly
43917,King County,Washington,28669.0,1830,127,0.063832014,0.0044298720000000005,-0.01205432756064595,-1
43917,Cook County,Illinois,17212.0,2239,20,0.13008366300000002,0.00116198,-0.06564262526127007,-1
43917,Fairfield County,Connecticut,11000.0,752,15,0.06836363599999999,0.001363636,-0.015765346435361538,-1
43917,Los Angeles County,California,14464.0,1465,27,0.101285951,0.0018667039999999998,-0.05218859683666599,-1
43917,Santa Clara County,California,6131.0,574,21,0.093622574,0.0034252159999999996,-0.04830548150760383,-1
43917,Suffolk County,Massachusetts,1490.0,631,4,0.423489933,0.0026845640000000004,-0.09438343740194188,-1
43917,Marion County,Indiana,8742.0,485,9,0.055479295,0.0010295130000000001,-0.0052088919064953165,-1
43917,Orleans County,Louisiana,14899.0,1170,57,0.07852876,0.00382576,-0.029163387559456688,-1
43918,Bergen County,New Jersey,17634.0,1838,35,0.10423046400000001,0.001984802,-0.05662286197297328,-1
43918,Suffolk County,New York,1490.0,4138,37,2.777181208,0.024832215,-0.13778114787330897,-1
43918,Rockland County,New York,17457.0,1896,8,0.10860972699999999,0.000458269,-0.059920982959527525,-1
43918,Orange County,New York,14899.0,1101,3,0.073897577,0.00020135599999999997,-0.02859309525290743,-1
43918,New York City County,New York,189885.0,30919,825,0.16283013400000002,0.004344735,-0.08452067614274195,-1
43918,Westchester County,New York,9154.0,7875,10,0.860279659,0.0010924189999999999,-0.13296633066758268,-1
43918,Unknown County,New Jersey,9208.0,2478,0,0.269113814,0.0,-0.10519958987382794,-1
43918,Union County,New Jersey,9208.0,742,10,0.080582103,0.001086012,-0.027534596984584048,-1
43918,Summit County,Utah,1490.0,127,0,0.085234899,0.0,-0.030714393631625314,-1
43918,Milwaukee County,Wisconsin,6125.0,541,9,0.088326531,0.0014693879999999999,-0.03284144075168682,-1
43918,King County,Washington,28669.0,2079,138,0.07251735299999999,0.004813562,-0.02278903996350279,-1
43918,Cook County,Illinois,17212.0,2613,28,0.151812689,0.001626772,-0.0828200612452401,-1
43918,Fairfield County,Connecticut,11000.0,908,20,0.082545455,0.0018181820000000002,-0.02700588473229204,-1
43918,Los Angeles County,California,14464.0,1804,33,0.124723451,0.002281527,-0.07324817368782366,-1
43918,Santa Clara County,California,6131.0,591,26,0.09639536800000001,0.004240744,-0.038720589619428813,-1
43918,Suffolk County,Massachusetts,1490.0,843,5,0.565771812,0.003355705,-0.12163504811716208,-1
43918,Marion County,Indiana,8742.0,585,11,0.066918325,0.001258293,-0.01807229215022277,-1
43918,Orleans County,Louisiana,14899.0,1298,70,0.08711994099999999,0.004698302,-0.031777197626279396,-1
43919,Summit County,Ohio,1490.0,99,5,0.066442953,0.003355705,-0.001788852964212162,-1
43919,Bergen County,New Jersey,17634.0,2169,35,0.123001021,0.001984802,-0.061239611631552116,-1
43919,Westchester County,New York,9154.0,8519,10,0.9306314179999999,0.0010924189999999999,-0.1224026870964191,-1
43919,Suffolk County,New York,1490.0,5023,40,3.37114094,0.026845637999999998,-0.13613812061226016,-1
43919,Rockland County,New York,17457.0,2209,8,0.126539497,0.000458269,-0.06179097424254709,-1
43919,Unknown County,New Jersey,9208.0,3020,21,0.327975673,0.002280626,-0.10132828912292247,-1
43919,Union County,New Jersey,9208.0,896,10,0.09730669,0.001086012,-0.04487101186961695,-1
43919,Orange County,New York,14899.0,1247,3,0.083696892,0.00020135599999999997,-0.02566224826943253,-1
43919,New York City County,New York,189885.0,33983,991,0.178966216,0.005218948,-0.08132557656606709,-1
43919,Summit County,Utah,1490.0,159,0,0.10671140900000001,0.0,-0.055199180108237766,-1
43919,Milwaukee County,Wisconsin,6125.0,565,9,0.092244898,0.0014693879999999999,-0.041099241294503486,-1
43919,King County,Washington,28669.0,2163,146,0.075447347,0.0050926090000000005,-0.014671310503657442,-1
43919,Miami-Dade County,Florida,21992.0,1471,3,0.066887959,0.000136413,-0.003323267303305011,-1
43919,Cook County,Illinois,17212.0,3445,40,0.200151057,0.00232396,-0.08585595426228831,-1
43919,Fairfield County,Connecticut,11000.0,1245,21,0.113181818,0.0019090910000000001,-0.05684211463427036,-1
43919,Los Angeles County,California,14464.0,2136,37,0.147676991,0.002558075,-0.0745758224057892,-1
43919,Santa Clara County,California,6131.0,646,26,0.105366172,0.004240744,-0.05083428977291038,-1
43919,Suffolk County,Massachusetts,1490.0,940,5,0.630872483,0.003355705,-0.11767502764003546,-1
43919,Marion County,Indiana,8742.0,677,11,0.077442233,0.001258293,-0.01779565969610941,-1
43919,Orleans County,Louisiana,14899.0,1350,73,0.09061010800000001,0.004899658,-0.04002486954190898,-1
43920,Summit County,Ohio,1490.0,118,5,0.079194631,0.003355705,-0.00714545974316616,-1
43920,Bergen County,New Jersey,17634.0,2482,41,0.140750822,0.002325054,-0.058759274918637416,-1
43920,Suffolk County,New York,1490.0,5791,44,3.8865771810000003,0.029530201000000002,-0.12877674667234718,-1
43920,Westchester County,New York,9154.0,9326,19,1.0187896,0.002075595,-0.11918608957231369,-1
43920,Rockland County,New York,17457.0,2511,8,0.143839148,0.000458269,-0.060983457315634926,-1
43920,Orange County,New York,14899.0,1435,3,0.09631518900000001,0.00020135599999999997,-0.03145897799361286,-1
43920,New York City County,New York,189885.0,38375,1202,0.202096005,0.0063301469999999995,-0.08470442736399963,-1
43920,Unknown County,New Jersey,9208.0,3840,0,0.417028671,0.0,-0.10734285064503679,-1
43920,Union County,New Jersey,9208.0,1213,15,0.131733275,0.0016290179999999999,-0.05709508390444573,-1
43920,Summit County,Utah,1490.0,176,0,0.118120805,0.0,-0.047728207673203515,-1
43920,Milwaukee County,Wisconsin,6125.0,663,10,0.108244898,0.001632653,-0.04281271835508138,-1
43920,King County,Washington,28669.0,2332,152,0.081342216,0.005301894000000001,-0.011319725050577878,-1
43920,Sumner County,Tennessee,1490.0,164,0,0.11006711400000001,0.0,-0.0439024640778547,-1
43920,Miami-Dade County,Florida,21992.0,1700,4,0.077300837,0.00018188400000000002,-0.0009262730629238103,-1
43920,Cook County,Illinois,17212.0,3727,44,0.21653497600000002,0.002556356,-0.08470442736399963,-1
43920,Fairfield County,Connecticut,11000.0,1445,21,0.131363636,0.0019090910000000001,-0.05709508390444573,-1
43920,Los Angeles County,California,14464.0,2474,44,0.17104535399999998,0.003042035,-0.07502180867620101,-1
43920,Santa Clara County,California,6131.0,848,29,0.138313489,0.00473006,-0.05820416921532379,-1
43920,Suffolk County,Massachusetts,1490.0,1115,7,0.748322148,0.004697987,-0.11918608957231369,-1
43920,Orleans County,Louisiana,14899.0,1480,86,0.099335526,0.005772199,-0.03684540441435569,-1
43920,Marion County,Indiana,8742.0,805,13,0.092084191,0.001487074,-0.026108872387519022,-1
43921,Suffolk County,New York,1490.0,6713,53,4.505369128,0.03557047,-0.127847968215122,-1
43921,Rockland County,New York,17457.0,2863,8,0.164002979,0.000458269,-0.06487932492666715,-1
